DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Address,Cross Street,Location,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
200308318,03/10/2020,03/08/2020,0005,03,Southwest,0343,997,TRAFFIC COLLISION,4003 3037 3030 3028 3004,21,M,H,101,STREET,LA BREA                      AV,N  COLISEUM,"(34.0183, -118.3556)",23077,760,1113,,12,54
211211608,05/05/2021,05/05/2021,0005,12,77th Street,1249,997,TRAFFIC COLLISION,4025 3036 3004 3026,22,M,B,101,STREET,FLORENCE                     AV,FIGUEROA                     ST,"(33.9747, -118.2827)",23675,774,756,7,14,
200312962,06/21/2020,06/21/2020,0005,03,Southwest,0398,997,TRAFFIC COLLISION,4025 3037 3004 3006 3024,35,M,B,101,STREET,VERNON                       AV,HOOVER                       ST,"(34.0037, -118.2872)",23668,738,896,7,13,2
201805274,01/27/2020,01/24/2020,0005,18,Southeast,1826,997,TRAFFIC COLLISION,4025 3037 3003 3027 3101 3501 3034 3601,26,M,H,101,STREET,COMPTON                      AV,92ND                         ST,"(33.9534, -118.2475)",22351,1631,97,,,
202004147,01/03/2020,01/03/2020,0005,20,Olympic,2034,997,TRAFFIC COLLISION,3004 3028 3030 3035 3037 3101 3401 3701 4027,60,F,H,101,STREET,WILSHIRE                     BL,ARDMORE                      AV,"(34.0618, -118.3016)",22722,591,1261,,12,89
200406679,03/02/2020,03/02/2020,0005,04,Hollenbeck,0471,997,TRAFFIC COLLISION,3101 3401 3701 3006 3030 3032 0605,19,X,X,101,STREET,E  4TH                          ST,ANDERSON                     ST,"(34.042, -118.2253)",23450,535,953,,9,38
200916556,10/28/2020,10/28/2020,0005,09,Van Nuys,0904,997,TRAFFIC COLLISION,3003 3024 3036 3101 3029 4026,27,F,H,101,STREET,SATICOY                      ST,NOBLE                        AV,"(34.2085, -118.4618)",19733,218,581,,3,18
201014526,10/29/2020,10/29/2020,0005,10,West Valley,1001,997,TRAFFIC COLLISION,3011 3028 3030 3034 3037 3101 4010,30,M,W,101,STREET,WILBUR                       AV,ARMINTA                      ST,"(34.2138, -118.5448)",18909,255,1546,,4,12
201223506,10/29/2020,10/29/2020,0005,12,77th Street,1249,997,TRAFFIC COLLISION,0605 4012 3037 3004 3029 3026 3101,,X,X,101,STREET,FIGUEROA,69TH,"(33.9774, -118.2827)",23675,774,992,7,14,
201318898,10/22/2020,10/22/2020,0005,13,Newton,1344,997,TRAFFIC COLLISION,3101 3401 3701 3030 3006 0605,61,F,B,101,STREET,1000 E  42ND                         ST,,"(34.0075, -118.2581)",22727,713,664,7,13,
200606416,02/19/2020,02/19/2020,0005,06,Hollywood,0636,997,TRAFFIC COLLISION,3006 3028 3034 3030 3037 3102 3401 3701 4027,19,M,O,108,PARKING LOT,WILCOX                       AV,HOLLYWOOD                    BL,"(34.1016, -118.3311)",23446,415,468,,8,82
201507709,03/17/2020,03/17/2020,0005,15,N Hollywood,1526,997,TRAFFIC COLLISION,1300 0605 1501,23,M,O,101,STREET,FRIAR,BECK,"(34.1858, -118.3834)",8889,194,277,,5,13
201510462,05/25/2020,05/25/2020,0005,15,N Hollywood,1555,997,TRAFFIC COLLISION,3006 3037 3030 3034 3028 3101 4026,99,M,W,101,STREET,KLING,RIVERSIDE,"(34.1556, -118.3763)",8489,211,1334,,7,5
201104889,01/22/2020,01/21/2020,0005,11,Northeast,1144,997,TRAFFIC COLLISION,0605 3101 3401 3701 3006 3025 3034,19,M,X,101,STREET,SILVER LAKE                  BL,ARMSTRONG                    AV,"(34.1003, -118.261)",23670,463,1057,,7,90
201808514,03/22/2020,03/22/2020,0005,18,Southeast,1826,997,TRAFFIC COLLISION,4025 3037 3003 3025 3029 3101,64,M,B,101,STREET,COMPTON                      AV,103RD                        ST,"(33.9433, -118.2462)",22351,820,691,7,15,40
210307311,03/11/2021,03/11/2021,0005,03,Southwest,0379,997,TRAFFIC COLLISION,3037 3011 3028 3101 3034,20,X,X,101,STREET,VERMONT                      AV,W  39TH                         PL,"(34.0142, -118.2915)",23668,729,977,7,13,32
201819293,10/22/2020,10/22/2020,0005,18,Southeast,1822,997,TRAFFIC COLLISION,3036 3004 3028 3030 3101,19,X,X,101,STREET,FIGUEROA,94TH                         ST,"(33.951, -118.2827)",23675,802,1250,7,14,45
200408545,05/06/2020,05/06/2020,0005,04,Hollenbeck,0412,997,TRAFFIC COLLISION,0605 3101 3401 3701 3006 3026,,M,H,101,STREET,AVENUE 26,ARTESIAN,"(34.0797, -118.2183)",23448,485,648,1,11,1
221212793,05/30/2022,05/30/2022,0005,12,77th Street,1213,997,TRAFFIC COLLISION,4025 3004 3026 3029 3101 3037,23,F,B,101,STREET,57TH                         ST,ST ANDREWS                   PL,"(33.991, -118.3113)",24027,743,622,7,14,35
200405948,02/20/2020,02/20/2020,0005,04,Hollenbeck,0463,997,TRAFFIC COLLISION,3101 3401 3701 3004 0605,,X,X,101,STREET,SAINT LOUIS,MICHIGAN                     AV,"(34.0476, -118.212)",23450,522,350,,9,38
210312772,07/10/2021,07/10/2021,0005,03,Southwest,0393,997,TRAFFIC COLLISION,0605 3401 3701 3101 3037 3006 3028 4025 3030 3039,34,M,B,101,STREET,CRENSHAW,HOMELAND,"(34.0053, -118.3337)",22725,749,1021,7,12,54
201811968,06/01/2020,06/01/2020,0005,18,Southeast,1801,997,TRAFFIC COLLISION,4025 3037 3011 3028 3030 3101,25,M,B,101,STREET,84TH                         PL,KANSAS                       AV,"(33.9555, -118.2871)",23675,801,1164,7,14,45
221011790,07/20/2022,07/20/2022,0005,10,West Valley,1049,997,TRAFFIC COLLISION,3011 3028 4026 3034 3037 3101,,X,X,101,STREET,WOODLEY                      AV,BURBANK                      BL,"(34.1717, -118.4758)",19734,2337,1223,,3,62
201712719,08/28/2020,08/28/2020,0005,17,Devonshire,1729,997,TRAFFIC COLLISION,3011 3037 3034 3028 4017 3101,,X,X,101,STREET,BALBOA                       BL,RINALDI                      ST,"(34.2793, -118.5021)",19329,56,1403,39,2,78
201214320,06/09/2020,06/09/2020,0005,12,77th Street,1259,997,TRAFFIC COLLISION,1402 1822 1020 2002,19,X,X,101,STREET,AVALON                       ST,FLORENCE                     AV,"(33.9747, -118.2652)",22352,790,998,7,13,46
201912037,07/12/2020,07/12/2020,0005,19,Mission,1915,997,TRAFFIC COLLISION,3006 3025 3101 4019 3037,19,X,X,101,STREET,DE FOE                       AV,HERRON                       ST,"(34.2994, -118.4441)",18912,59,1225,,1,47
211304001,01/01/2021,01/01/2021,0005,13,Newton,1321,997,TRAFFIC COLLISION,3101 3401 3701 4013 3011 3030 3034 3036 0605 4024,,M,W,101,STREET,22ND                         ST,MAIN                         ST,"(34.0288, -118.2675)",22724,694,660,7,13,6
201012780,09/06/2020,09/06/2020,0005,10,West Valley,1035,997,TRAFFIC COLLISION,3006 3037 3030 3028 3101 4026,60,M,H,101,STREET,KITTRIDGE,LINDLEY,"(34.1902, -118.5273)",18909,267,247,,4,12
201216984,07/23/2020,06/28/2020,0005,12,77th Street,1259,997,TRAFFIC COLLISION,3030 3028 3101 4025 3006,29,M,B,101,STREET,STANFORD                     AV,73RD                         ST,"(33.9739, -118.263)",22350,790,997,7,13,46
201715084,11/07/2020,11/07/2020,0005,17,Devonshire,1766,997,TRAFFIC COLLISION,3006 3028 3030 3037 3101 4026,50,M,O,101,STREET,WILBUR                       AV,PLUMMER                      ST,"(34.2469, -118.5471)",18513,109,1419,,2,77
200612758,07/18/2020,07/18/2020,0005,06,Hollywood,0637,997,TRAFFIC COLLISION,3028 3035 3037 3101 3401 3701 3004 4006 3030,48,M,H,101,STREET,W  HOLLYWOOD                    BL,GOWER,"(34.1017, -118.3224)",23446,427,573,,8,64
202115529,11/01/2020,11/01/2020,0005,21,Topanga,2134,997,TRAFFIC COLLISION,3006 3037 3030 3028 3101 4021,36,M,O,101,STREET,COVELLO                      ST,GLADE                        AV,"(34.2074, -118.6081)",4278,278,1464,,4,37
200320245,11/12/2020,11/12/2020,0005,03,Southwest,0359,997,TRAFFIC COLLISION,3601 4025 3037 3027 3101 3034 3011,42,M,B,101,STREET,S  FIGUEROA                     ST,W  37TH                         PL,"(34.0176, -118.2827)",22724,692,1265,7,13,32
200411131,07/26/2020,07/25/2020,0005,04,Hollenbeck,0491,997,TRAFFIC COLLISION,0605 3101 3401 3701 3029 3026 3036 3004,32,M,H,101,STREET,BOYLE                        AV,SHORT                        ST,"(34.0264, -118.2209)",23441,535,961,,9,38
200512126,07/21/2020,07/21/2020,0005,05,Harbor,0561,997,TRAFFIC COLLISION,3036 3004 3026 3029 3101,24,F,H,101,STREET,DODSON                       AV,WESTERN                      AV,"(33.7292, -118.3119)",3343,978,1454,,15,25
201217303,07/28/2020,07/28/2020,0005,12,77th Street,1219,997,TRAFFIC COLLISION,4012 3037 3006 3028 3101 3030,40,M,H,101,STREET,S  FIGUEROA                     ST,S  53RD                         ST,"(33.9942, -118.2827)",23668,745,990,7,13,2
201315114,08/07/2020,04/20/2019,0005,13,Newton,1383,997,TRAFFIC COLLISION,3101 3401 3701 3029 3004 3026 0605,43,M,H,101,STREET,62ND                         ST,MAIN                         ST,"(33.9833, -118.2739)",22352,786,858,7,13,46
201217765,06/28/2020,06/28/2020,0005,12,77th Street,1259,997,TRAFFIC COLLISION,,29,M,B,101,STREET,E  73RD                         ST,STANFORD                     AV,"(33.9739, -118.263)",22350,790,997,7,13,46
210906984,03/16/2021,03/16/2021,0005,09,Van Nuys,0923,997,TRAFFIC COLLISION,3038 3011 3025 3037 3101 4009,50,M,H,101,STREET,VANOWEN                      ST,NOBLE                        AV,"(34.1939, -118.4618)",19733,231,540,,3,18
201813769,07/10/2020,07/10/2020,0005,18,Southeast,1826,997,TRAFFIC COLLISION,0605 3036 3004 3028 3030 3101,19,X,X,101,STREET,COMPTON                      AV,CENTURY                      BL,"(33.9457, -118.2462)",22351,820,691,7,15,40
201711887,08/05/2020,08/05/2020,0005,17,Devonshire,1791,997,TRAFFIC COLLISION,3006 3037 3030 3028 3101 4026,,M,O,101,STREET,CHASE                        ST,MASON                        AV,"(34.2246, -118.5798)",4282,103,372,,4,66
201315238,08/09/2020,08/09/2020,0005,13,Newton,1383,997,TRAFFIC COLLISION,0605 3101 3401 3701 3006 3030,19,X,X,101,STREET,61ST                         ST,SAN PEDRO,"(33.9843, -118.2696)",22352,786,858,7,13,46
200712656,08/12/2020,08/12/2020,0005,07,Wilshire,0713,997,TRAFFIC COLLISION,3011 3028 3030 3034 3037 3102 3701 4027 3401,99,,,101,STREET,BEVERLY,THE GROVE,"(34.0761, -118.3563)",23667,626,1086,,7,26
211108613,05/16/2021,05/16/2021,0005,11,Northeast,1136,997,TRAFFIC COLLISION,3011 3025 3039 3101 4024 0605 3401 3701 3036 3801,35,M,H,203,OTHER BUSINESS,EAGLE ROCK                   BL,AVENUE 42,"(34.1219, -118.2252)",24030,384,373,,11,56
201321538,12/21/2020,12/21/2020,0005,13,Newton,1371,997,TRAFFIC COLLISION,0605 3101 3401 3701 4013 3006,19,M,B,101,STREET,BROADWAY,56TH                         ST,"(33.9915, -118.2783)",23668,746,988,7,13,
201614329,10/31/2020,10/31/2020,0005,16,Foothill,1633,997,TRAFFIC COLLISION,3006 3037 3030 3028 3101 4026,57,F,B,101,STREET,GARBER                       ST,JAMIE                        AV,"(34.2677, -118.4039)",18907,18,1370,,1,11
201822560,12/24/2020,12/24/2020,0005,18,Southeast,1844,997,TRAFFIC COLLISION,4025 3037 3011 3028 3030 3101,25,M,H,102,SIDEWALK,AVALON                       BL,112TH                        ST,"(33.933, -118.2652)",24355,808,1190,7,14,
200714045,09/21/2020,09/21/2020,0005,07,Wilshire,0701,997,TRAFFIC COLLISION,3004 3026 3035 3037 3101 3401 3701 4027,62,M,H,101,STREET,LA CIENEGA,WARING,"(34.0853, -118.3765)",24034,461,801,,6,26
210504219,01/07/2021,01/07/2021,0005,05,Harbor,0504,997,TRAFFIC COLLISION,3101 4025 3037 3011 3028 3030,40,M,W,108,PARKING LOT,190TH                        ST,WESTERN                      AV,"(33.8584, -118.3093)",25718,2060,,,,
201916684,11/08/2020,11/08/2020,0005,19,Mission,1955,997,TRAFFIC COLLISION,3004 3037 3030 3028 3101 4026,20,M,H,101,STREET,ARLETA                       AV,DEVONSHIRE                   ST,"(34.2608, -118.4529)",19330,72,303,,1,4
201916647,11/08/2020,11/08/2020,0005,19,Mission,1958,997,TRAFFIC COLLISION,3004 3036 3029 3025 3101 4019,28,F,H,101,STREET,WOODMAN                      AV,VAN NUYS                     BL,"(34.2471, -118.4482)",18907,,958,,3,59
221814501,07/20/2022,07/20/2022,0005,18,Southeast,1863,997,TRAFFIC COLLISION,4025 3036 3002 3034 3026 3101,29,M,O,101,STREET,SAN PEDRO,120TH                        ST,"(33.9237, -118.2696)",24355,816,1195,7,15,53
201013437,09/26/2020,09/26/2020,0005,10,West Valley,1012,997,TRAFFIC COLLISION,3004 3036 3026 3101 4026,36,M,H,101,STREET,SATICOY,RESEDA,"(34.2084, -118.536)",18909,254,284,,2,12
200215562,09/29/2020,09/29/2020,0005,02,Rampart,0221,997,TRAFFIC COLLISION,0605 3101 3401 3701 4002 3006 3030,,X,X,101,STREET,300 N  MARIPOSA                     AV,,"(34.0763, -118.2995)",22721,454,455,,8,89
201818054,10/01/2020,10/01/2020,0005,18,Southeast,1823,997,TRAFFIC COLLISION,0605 4018 3006 3028 3030 3101,,X,X,101,STREET,SAN PEDRO                    ST,104TH                        ST,"(33.9428, -118.2695)",22352,805,1177,7,14,45
200616000,09/27/2020,09/24/2020,0005,06,Hollywood,0625,997,TRAFFIC COLLISION,3004 3028 3030 3035 3037 3101 3401 3701 4006,29,F,W,101,STREET,CAHUENGA                     BL,HILLPARK                     DR,"(34.1172, -118.3378)",24033,408,627,11,7,82
200714298,09/27/2020,09/27/2020,0005,07,Wilshire,0789,997,TRAFFIC COLLISION,3004 3028 3030 3035 3037 3101 3401 3701 4007,20,M,B,101,STREET,6TH,WASHINGTON,"(34.0399, -118.3237)",23080,648,927,,12,19
211607607,05/08/2021,05/08/2021,0005,16,Foothill,1663,997,TRAFFIC COLLISION,3101 3037 3006 3028 4026 3039,40,M,H,101,STREET,ALLEGHENY                    ST,CAYUGA                       AV,"(34.2353, -118.3957)",19335,158,446,,3,21
201114252,10/03/2020,10/01/2020,0005,11,Northeast,1112,997,TRAFFIC COLLISION,0605 3101 3401 3701 3006 3030,28,M,H,101,STREET,VERDUGO                      RD,PALMER                       DR,"(34.1339, -118.2335)",24030,382,1259,,9,56
202114263,09/28/2020,09/28/2020,0005,21,Topanga,2177,997,TRAFFIC COLLISION,3006 3037 3030 3028 3032 3101 4026,26,F,H,108,PARKING LOT,DE SOTO                      AV,BURBANK                      BL,"(34.1733, -118.5882)",19347,305,1556,,4,49
211204094,01/01/2021,01/01/2021,0005,12,77th Street,1242,997,TRAFFIC COLLISION,4012 3036 3034 3028 3030 3101,20,X,X,101,STREET,ST ANDREWS                   PL,48TH                         ST,"(33.9818, -118.3221)",23674,754,1059,7,14,24
201417949,09/28/2020,09/28/2020,0005,14,Pacific,1494,997,TRAFFIC COLLISION,3030 3006 3028 3035 3037 3101 3401 3701 4014,23,F,H,101,STREET,VISTA DEL MAR,IMPERIAL                     HY,"(33.942, -118.4095)",23676,2340,445,12,10,16
201222024,10/04/2020,10/04/2020,0005,12,77th Street,1256,997,TRAFFIC COLLISION,0605,53,M,W,101,STREET,HOOVER                       ST,FLORENCE                     AV,"(33.9746, -118.2871)",23675,775,979,7,14,
201916880,11/14/2020,11/14/2020,0005,19,Mission,1902,997,TRAFFIC COLLISION,3003 3037 3029 3026 3101 4019,21,M,H,101,STREET,ROXFORD                      ST,GLENOAKS                     BL,"(34.3187, -118.4633)",18912,45,293,,1,47
201418662,10/14/2020,10/13/2020,0005,14,Pacific,1414,997,TRAFFIC COLLISION,,22,F,H,101,STREET,SUNSET                       AV,6TH                          AV,"(33.9988, -118.4682)",25073,906,849,10,10,30
201222380,10/11/2020,10/11/2020,0005,12,77th Street,1245,997,TRAFFIC COLLISION,4025 3037 3006 3028 3030 3101,79,F,B,101,STREET,65TH                         PL,HALLDALE                     AV,"(33.9798, -118.3024)",23678,772,1158,7,14,35
211808267,03/28/2021,03/27/2021,0005,18,Southeast,1834,997,TRAFFIC COLLISION,3037 3004 3026 3101,28,F,B,101,STREET,CENTRAL,106TH                        ST,"(33.9401, -118.2542)",22351,807,359,7,14,45
210515211,10/24/2021,10/24/2021,0005,05,Harbor,0518,997,TRAFFIC COLLISION,1501 3037 3006 3026 3101,36,F,H,101,STREET,AVALON                       BL,DON                          ST,"(33.7984, -118.2639)",3350,954,1203,,15,15
212004263,01/09/2021,01/09/2021,0005,20,Olympic,2017,997,TRAFFIC COLLISION,3006 3028 3030 3035 3037 3101 3401 3701 4027,39,M,H,101,STREET,BERENDO                      ST,3RD                          ST,"(34.0691, -118.2941)",22721,584,1294,16,12,89
210904560,01/17/2021,01/17/2021,0005,09,Van Nuys,0919,997,TRAFFIC COLLISION,3006 3036 3028 3030 3101 4026,35,F,O,101,STREET,SUNNYSLOPE                   AV,GAULT                        ST,"(34.1994, -118.4269)",19733,183,491,,5,70
211409695,04/15/2021,04/15/2021,0005,14,Pacific,1463,997,TRAFFIC COLLISION,3035 3037 3101 3401 3701 4027 3011 3026 3029,20,,,101,STREET,PLAYA VISTA                  DR,FOUNTAIN PARK                DR,"(33.9749, -118.4287)",24343,923,492,10,10,16
211707335,04/10/2021,04/10/2021,0005,17,Devonshire,1761,997,TRAFFIC COLLISION,3024 4026 3037 1218 3008 3102,55,F,W,101,STREET,JORDAN                       AV,NORDHOFF                     ST,"(34.2354, -118.604)",4279,93,1456,,4,37
201821352,11/30/2020,11/30/2020,0005,18,Southeast,1881,997,TRAFFIC COLLISION,4025 3037 3011 3026 3101,25,M,B,101,STREET,VERMONT                      AV,REDONDO BEACH                BL,"(33.8925, -118.2917)",24684,941,761,7,15,53
211912803,09/03/2021,09/03/2021,0005,19,Mission,1998,997,TRAFFIC COLLISION,3006 3028 4026 3030 3037 3101,30,F,H,101,STREET,CHERRYSTONE                  ST,RANCHITO                     AV,"(34.218, -118.4354)",19730,150,1300,,3,59
211708867,05/29/2021,05/29/2021,0005,17,Devonshire,1764,997,TRAFFIC COLLISION,3011 3027 4026 3034 3037 3101,51,M,B,101,STREET,TAMPA                        AV,ROMAR                        ST,"(34.2555, -118.5536)",18513,97,219,,2,77
210710708,07/11/2021,07/11/2021,0005,07,Wilshire,0765,997,TRAFFIC COLLISION,3011 3028 3034 3036 3101 3401 3701 4027,99,,,101,STREET,SAN VICENTE                  BL,ORANGE                       DR,"(34.0507, -118.3459)",23080,647,1352,,12,23
200617149,10/25/2020,10/17/2020,0005,06,Hollywood,0656,997,TRAFFIC COLLISION,3035 3036 3101 3401 3701 3004 4006 3025,25,M,W,101,STREET,SANTA MONICA                 BL,CAHUENGA                     BL,"(34.0907, -118.3289)",23669,442,535,,8,34
201517988,11/27/2020,11/26/2020,0005,15,N Hollywood,1538,997,TRAFFIC COLLISION,3006 3028 3030 3037 3101 4026,44,F,H,101,STREET,KLUMP                        AV,BURBANK                      BL,"(34.1722, -118.3752)",8488,198,280,,5,13
200618938,12/04/2020,12/04/2020,0005,06,Hollywood,0636,997,TRAFFIC COLLISION,3006 3028 3030 3035 3037 3102 3401 3701 4006,25,M,,101,STREET,WHITLEY                      AV,YUCCA                        ST,"(34.1032, -118.3334)",23446,416,864,,8,82
210904694,01/19/2021,01/19/2021,0005,09,Van Nuys,0905,997,TRAFFIC COLLISION,3006 3030 3028 3101 4009 3037,,X,X,101,STREET,WYANDOTTE                    ST,CEDROS                       AV,"(34.203, -118.4531)",19733,219,1324,,3,18
201615612,12/13/2020,12/12/2020,0005,16,Foothill,1691,997,TRAFFIC COLLISION,3006 3037 3030 3028 3101 4016,60,F,P,101,STREET,WHITSETT                     AV,STRATHERN                    ST,"(34.2157, -118.4053)",8888,153,472,,5,71
201822044,12/13/2020,12/13/2020,0005,18,Southeast,1821,997,TRAFFIC COLLISION,3004 3036 3025 3101,29,M,H,101,STREET,VERMONT                      AV,W  COLDEN                       AV,"(33.9491, -118.2916)",23675,802,202,7,14,45
211006847,04/06/2021,04/06/2021,0005,10,West Valley,1007,997,TRAFFIC COLLISION,3004 3025 4026 3038 3037 3101 3602,38,M,B,101,STREET,BALBOA                       BL,SATICOY                      ST,"(34.2084, -118.5012)",19734,259,315,,3,61
201615589,12/13/2020,12/12/2020,0005,16,Foothill,1691,997,TRAFFIC COLLISION,3006 3037 3030 3028 3101 4016,47,M,H,101,STREET,WHITSETT                     AV,STRATHERN                    ST,"(34.2157, -118.4053)",8888,153,472,,5,71
210609903,05/18/2021,05/18/2021,0005,06,Hollywood,0669,997,TRAFFIC COLLISION,3035 3037 3101 3401 3701 3028 3030 4027 3006,22,F,B,101,STREET,SANTA MONICA,FLEMISH,"(34.0908, -118.3085)",23447,429,412,,8,57
211006983,04/10/2021,04/10/2021,0005,10,West Valley,1024,997,TRAFFIC COLLISION,3006 3037 3028 3039 3101 4026,12,F,H,101,STREET,VANOWEN                      ST,RHEA                         AV,"(34.1938, -118.5415)",18909,250,308,,4,12
190808670,04/19/2019,04/19/2019,0005,08,West LA,0821,997,TRAFFIC COLLISION,3004 3026 3035 3037 3101 3401 3701 4008,19,M,H,101,STREET,PACIFIC COAST                HY,BAY CLUB                     DR,"(34.0395, -118.5501)",25066,837,1392,,10,
190910344,05/05/2019,05/05/2019,0005,09,Van Nuys,0935,997,TRAFFIC COLLISION,3037 3006 3030 3028 3101 3401 3701 4009,,X,X,101,STREET,HAZELTINE                    AV,CALVERT                      ST,"(34.1822, -118.44)",19729,237,1338,,3,18
211707398,04/13/2021,04/13/2021,0005,17,Devonshire,1723,997,TRAFFIC COLLISION,,50,M,H,101,STREET,VARIEL                       AV,SAN JOSE                     ST,"(34.2608, -118.593)",4284,86,1256,,2,43
191212915,05/05/2019,05/05/2019,0005,12,77th Street,1249,997,TRAFFIC COLLISION,4025 3602 3004 3025,20,M,W,101,STREET,FLORENCE                     AV,FLOWER                       ST,"(33.9747, -118.2812)",22352,774,992,7,14,
191308580,03/24/2019,03/24/2019,0005,13,Newton,1309,997,TRAFFIC COLLISION,3101 3401 3701 3006 3030,25,M,W,101,STREET,MATEO                        AV,SACRAMENTO                   ST,"(34.0306, -118.2322)",23082,533,1287,,9,76
192110194,05/18/2019,05/18/2019,0005,21,Topanga,2156,997,TRAFFIC COLLISION,3004 3037 3039 3028 3101 3401 3701 4026,31,F,O,101,STREET,CANOGA                       AV,VICTORY                      BL,"(34.1884, -118.5975)",4278,299,434,2,4,49
210604904,01/24/2021,01/24/2021,0005,06,Hollywood,0647,997,TRAFFIC COLLISION,3004 3028 3030 3035 3037 3101 3401 3701 4006,44,M,A,101,STREET,SUNSET                       BL,EL CENTRO                    AV,"(34.098, -118.3237)",23446,423,539,,8,57
211318351,11/03/2021,11/03/2021,0005,13,Newton,1346,997,TRAFFIC COLLISION,3401 3701 3006 3028 3030 3037 3101 4024,40,M,H,101,STREET,43RD,CENTRAL,"(34.0058, -118.2565)",22727,717,664,7,13,
211312249,07/06/2021,07/06/2021,0005,13,Newton,1352,997,TRAFFIC COLLISION,3401 3701 3036 0605 3006 3024 3034 3101 4024,30,F,H,101,STREET,AVALON                       BL,45TH                         ST,"(34.0025, -118.2653)",22727,716,1342,7,13,
210713126,09/15/2021,09/15/2021,0005,07,Wilshire,0779,997,TRAFFIC COLLISION,4027,31,M,H,101,STREET,ARLINGTON                    AV,18TH                         ST,"(34.0409, -118.3177)",23080,674,898,,12,19
